Row, County ,Year,REGION,Age,Vaccine,Percent
413,Clark,2025,Western,19–26 years old,HPV Complete,39.9%
414,Clark,2025,Western,19–49 years old,HepA Complete,12.4%
415,Clark,2025,Western,19–59 years old,HepB (1),53.2%
416,Clark,2025,Western,19–59 years old,HepB Complete,48.9%
417,Clark,2025,Western,19–64 years old,Td or Tdap,61.7%
418,Clark,2025,Western,19–64 years old,Tdap,48.9%
419,Clark,2025,Western,50 years and older,Pneumo Complete,40.5%
420,Clark,2025,Western,50 years and older,Zoster (Shingles) Complete,31.3%
421,Columbia,2014,Southern,19–26 years old,HPV Complete,23.3%
422,Columbia,2015,Southern,19–26 years old,HPV Complete,25.5%
423,Columbia,2016,Southern,19–26 years old,HPV Complete,28.5%
424,Columbia,2017,Southern,19–26 years old,HPV Complete,33.5%
425,Columbia,2018,Southern,19–26 years old,HPV Complete,36.6%
426,Columbia,2018,Southern,50 years and older,Zoster (Shingles) Complete,1.2%
427,Columbia,2019,Southern,19–26 years old,HPV Complete,40.3%
428,Columbia,2019,Southern,19–49 years old,HepA Complete,9.8%
429,Columbia,2019,Southern,50 years and older,Zoster (Shingles) Complete,6.8%
430,Columbia,2020,Southern,19–26 years old,HPV Complete,40.8%
431,Columbia,2020,Southern,19–49 years old,HepA Complete,10.7%
432,Columbia,2020,Southern,50 years and older,Zoster (Shingles) Complete,14.1%
433,Columbia,2021,Southern,19–26 years old,HPV Complete,43.1%
434,Columbia,2021,Southern,19–49 years old,HepA Complete,12.3%
435,Columbia,2021,Southern,50 years and older,Zoster (Shingles) Complete,20.3%
436,Columbia,2022,Southern,19–26 years old,HPV Complete,45.7%
437,Columbia,2022,Southern,19–49 years old,HepA Complete,12.8%
438,Columbia,2022,Southern,19–59 years old,HepB (1),49.4%
439,Columbia,2022,Southern,19–59 years old,HepB Complete,41.4%
440,Columbia,2022,Southern,50 years and older,Zoster (Shingles) Complete,26.0%
441,Columbia,2023,Southern,19–26 years old,HPV Complete,51.7%
442,Columbia,2023,Southern,19–49 years old,HepA Complete,16.2%
443,Columbia,2023,Southern,19–59 years old,HepB (1),53.5%
444,Columbia,2023,Southern,19–59 years old,HepB Complete,45.4%
445,Columbia,2023,Southern,19–64 years old,Td or Tdap,64.3%
446,Columbia,2023,Southern,19–64 years old,Tdap,50.4%
447,Columbia,2023,Southern,50 years and older,Zoster (Shingles) Complete,32.3%
448,Columbia,2024,Southern,19–26 years old,HPV Complete,54.6%
449,Columbia,2024,Southern,19–49 years old,HepA Complete,18.6%
450,Columbia,2024,Southern,19–59 years old,HepB (1),56.2%
451,Columbia,2024,Southern,19–59 years old,HepB Complete,48.1%
452,Columbia,2024,Southern,19–64 years old,Td or Tdap,64.9%
453,Columbia,2024,Southern,19–64 years old,Tdap,51.3%
454,Columbia,2024,Southern,50 years and older,Zoster (Shingles) Complete,36.1%
455,Columbia,2025,Southern,19–26 years old,HPV Complete,57.3%
456,Columbia,2025,Southern,19–49 years old,HepA Complete,21.1%
457,Columbia,2025,Southern,19–59 years old,HepB (1),58.8%
458,Columbia,2025,Southern,19–59 years old,HepB Complete,50.6%
459,Columbia,2025,Southern,19–64 years old,Td or Tdap,65.3%
460,Columbia,2025,Southern,19–64 years old,Tdap,51.9%
461,Columbia,2025,Southern,50 years and older,Pneumo Complete,48.0%
462,Columbia,2025,Southern,50 years and older,Zoster (Shingles) Complete,39.3%
463,Crawford,2014,Southern,19–26 years old,HPV Complete,20.3%
464,Crawford,2015,Southern,19–26 years old,HPV Complete,20.3%
465,Crawford,2016,Southern,19–26 years old,HPV Complete,23.7%
466,Crawford,2017,Southern,19–26 years old,HPV Complete,27.4%
467,Crawford,2018,Southern,19–26 years old,HPV Complete,30.3%
468,Crawford,2018,Southern,50 years and older,Zoster (Shingles) Complete,2.7%
469,Crawford,2019,Southern,19–26 years old,HPV Complete,33.1%
470,Crawford,2019,Southern,19–49 years old,HepA Complete,5.6%
471,Crawford,2019,Southern,50 years and older,Zoster (Shingles) Complete,9.7%
472,Crawford,2020,Southern,19–26 years old,HPV Complete,35.3%
473,Crawford,2020,Southern,19–49 years old,HepA Complete,6.5%
474,Crawford,2020,Southern,50 years and older,Zoster (Shingles) Complete,16.3%
475,Crawford,2021,Southern,19–26 years old,HPV Complete,38.9%
476,Crawford,2021,Southern,19–49 years old,HepA Complete,7.6%
477,Crawford,2021,Southern,50 years and older,Zoster (Shingles) Complete,21.1%
478,Crawford,2022,Southern,19–26 years old,HPV Complete,42.0%
479,Crawford,2022,Southern,19–49 years old,HepA Complete,7.7%
480,Crawford,2022,Southern,19–59 years old,HepB (1),55.5%
481,Crawford,2022,Southern,19–59 years old,HepB Complete,48.1%
482,Crawford,2022,Southern,50 years and older,Zoster (Shingles) Complete,24.5%
483,Crawford,2023,Southern,19–26 years old,HPV Complete,49.2%
484,Crawford,2023,Southern,19–49 years old,HepA Complete,10.3%
485,Crawford,2023,Southern,19–59 years old,HepB (1),56.8%
486,Crawford,2023,Southern,19–59 years old,HepB Complete,50.5%
487,Crawford,2023,Southern,19–64 years old,Td or Tdap,61.4%
488,Crawford,2023,Southern,19–64 years old,Tdap,52.2%
489,Crawford,2023,Southern,50 years and older,Zoster (Shingles) Complete,30.5%
490,Crawford,2024,Southern,19–26 years old,HPV Complete,50.4%
491,Crawford,2024,Southern,19–49 years old,HepA Complete,12.1%
492,Crawford,2024,Southern,19–59 years old,HepB (1),59.2%
493,Crawford,2024,Southern,19–59 years old,HepB Complete,52.7%
494,Crawford,2024,Southern,19–64 years old,Td or Tdap,60.8%
495,Crawford,2024,Southern,19–64 years old,Tdap,51.2%
496,Crawford,2024,Southern,50 years and older,Zoster (Shingles) Complete,34.7%
497,Crawford,2025,Southern,19–26 years old,HPV Complete,51.6%
498,Crawford,2025,Southern,19–49 years old,HepA Complete,13.8%
499,Crawford,2025,Southern,19–59 years old,HepB (1),61.6%
500,Crawford,2025,Southern,19–59 years old,HepB Complete,55.2%
501,Crawford,2025,Southern,19–64 years old,Td or Tdap,60.7%
502,Crawford,2025,Southern,19–64 years old,Tdap,51.2%
503,Crawford,2025,Southern,50 years and older,Pneumo Complete,50.5%
504,Crawford,2025,Southern,50 years and older,Zoster (Shingles) Complete,37.3%
505,Dane,2014,Southern,19–26 years old,HPV Complete,26.2%
506,Dane,2015,Southern,19–26 years old,HPV Complete,28.7%
507,Dane,2016,Southern,19–26 years old,HPV Complete,31.4%
508,Dane,2017,Southern,19–26 years old,HPV Complete,35.4%
509,Dane,2018,Southern,19–26 years old,HPV Complete,38.6%
510,Dane,2018,Southern,50 years and older,Zoster (Shingles) Complete,2.1%
511,Dane,2019,Southern,19–26 years old,HPV Complete,41.6%
512,Dane,2019,Southern,19–49 years old,HepA Complete,14.9%
513,Dane,2019,Southern,50 years and older,Zoster (Shingles) Complete,9.8%
514,Dane,2020,Southern,19–26 years old,HPV Complete,40.4%
515,Dane,2020,Southern,19–49 years old,HepA Complete,15.6%
516,Dane,2020,Southern,50 years and older,Zoster (Shingles) Complete,18.4%
517,Dane,2021,Southern,19–26 years old,HPV Complete,41.2%
518,Dane,2021,Southern,19–49 years old,HepA Complete,16.5%
519,Dane,2021,Southern,50 years and older,Zoster (Shingles) Complete,26.4%
520,Dane,2022,Southern,19–26 years old,HPV Complete,42.9%
521,Dane,2022,Southern,19–49 years old,HepA Complete,16.8%
522,Dane,2022,Southern,19–59 years old,HepB (1),44.0%
523,Dane,2022,Southern,19–59 years old,HepB Complete,36.4%
524,Dane,2022,Southern,50 years and older,Zoster (Shingles) Complete,32.4%
525,Dane,2023,Southern,19–26 years old,HPV Complete,48.7%
526,Dane,2023,Southern,19–49 years old,HepA Complete,20.3%
527,Dane,2023,Southern,19–59 years old,HepB (1),48.1%
528,Dane,2023,Southern,19–59 years old,HepB Complete,40.4%
529,Dane,2023,Southern,19–64 years old,Td or Tdap,59.9%
530,Dane,2023,Southern,19–64 years old,Tdap,46.1%
531,Dane,2023,Southern,50 years and older,Zoster (Shingles) Complete,41.7%
532,Dane,2024,Southern,19–26 years old,HPV Complete,50.7%
533,Dane,2024,Southern,19–49 years old,HepA Complete,21.8%
534,Dane,2024,Southern,19–59 years old,HepB (1),50.8%
535,Dane,2024,Southern,19–59 years old,HepB Complete,42.8%
536,Dane,2024,Southern,19–64 years old,Td or Tdap,60.2%
537,Dane,2024,Southern,19–64 years old,Tdap,46.6%
538,Dane,2024,Southern,50 years and older,Zoster (Shingles) Complete,45.5%
539,Dane,2025,Southern,19–26 years old,HPV Complete,52.1%
540,Dane,2025,Southern,19–49 years old,HepA Complete,23.4%
541,Dane,2025,Southern,19–59 years old,HepB (1),52.9%
542,Dane,2025,Southern,19–59 years old,HepB Complete,44.9%
543,Dane,2025,Southern,19–64 years old,Td or Tdap,60.6%
544,Dane,2025,Southern,19–64 years old,Tdap,47.4%
545,Dane,2025,Southern,50 years and older,Pneumo Complete,53.7%
546,Dane,2025,Southern,50 years and older,Zoster (Shingles) Complete,48.5%
547,Dodge,2014,Southern,19–26 years old,HPV Complete,17.0%
548,Dodge,2015,Southern,19–26 years old,HPV Complete,19.1%
549,Dodge,2016,Southern,19–26 years old,HPV Complete,21.9%
550,Dodge,2017,Southern,19–26 years old,HPV Complete,26.1%
551,Dodge,2018,Southern,19–26 years old,HPV Complete,29.9%
552,Dodge,2018,Southern,50 years and older,Zoster (Shingles) Complete,1.1%
553,Dodge,2019,Southern,19–26 years old,HPV Complete,33.2%
554,Dodge,2019,Southern,19–49 years old,HepA Complete,8.9%
555,Dodge,2019,Southern,50 years and older,Zoster (Shingles) Complete,5.2%
556,Dodge,2020,Southern,19–26 years old,HPV Complete,36.2%
557,Dodge,2020,Southern,19–49 years old,HepA Complete,10.4%
558,Dodge,2020,Southern,50 years and older,Zoster (Shingles) Complete,12.6%
559,Dodge,2021,Southern,19–26 years old,HPV Complete,38.9%
560,Dodge,2021,Southern,19–49 years old,HepA Complete,11.8%
561,Dodge,2021,Southern,50 years and older,Zoster (Shingles) Complete,19.1%
562,Dodge,2022,Southern,19–26 years old,HPV Complete,42.2%
563,Dodge,2022,Southern,19–49 years old,HepA Complete,12.1%
564,Dodge,2022,Southern,19–59 years old,HepB (1),49.7%
565,Dodge,2022,Southern,19–59 years old,HepB Complete,42.2%
566,Dodge,2022,Southern,50 years and older,Zoster (Shingles) Complete,24.0%
567,Dodge,2023,Southern,19–26 years old,HPV Complete,49.1%
568,Dodge,2023,Southern,19–49 years old,HepA Complete,15.7%
569,Dodge,2023,Southern,19–59 years old,HepB (1),52.8%
570,Dodge,2023,Southern,19–59 years old,HepB Complete,45.5%
571,Dodge,2023,Southern,19–64 years old,Td or Tdap,64.7%
572,Dodge,2023,Southern,19–64 years old,Tdap,56.0%
573,Dodge,2023,Southern,50 years and older,Zoster (Shingles) Complete,30.2%
574,Dodge,2024,Southern,19–26 years old,HPV Complete,51.1%
575,Dodge,2024,Southern,19–49 years old,HepA Complete,17.8%
576,Dodge,2024,Southern,19–59 years old,HepB (1),55.1%
577,Dodge,2024,Southern,19–59 years old,HepB Complete,47.8%
578,Dodge,2024,Southern,19–64 years old,Td or Tdap,65.2%
579,Dodge,2024,Southern,19–64 years old,Tdap,55.9%
580,Dodge,2024,Southern,50 years and older,Zoster (Shingles) Complete,33.4%
581,Dodge,2025,Southern,19–26 years old,HPV Complete,53.3%
582,Dodge,2025,Southern,19–49 years old,HepA Complete,20.0%
583,Dodge,2025,Southern,19–59 years old,HepB (1),57.3%
584,Dodge,2025,Southern,19–59 years old,HepB Complete,49.9%
585,Dodge,2025,Southern,19–64 years old,Td or Tdap,65.3%
586,Dodge,2025,Southern,19–64 years old,Tdap,55.8%
587,Dodge,2025,Southern,50 years and older,Pneumo Complete,46.6%
588,Dodge,2025,Southern,50 years and older,Zoster (Shingles) Complete,35.8%
589,Door,2014,Northeastern,19–26 years old,HPV Complete,13.2%
590,Door,2015,Northeastern,19–26 years old,HPV Complete,15.8%
591,Door,2016,Northeastern,19–26 years old,HPV Complete,19.2%
592,Door,2017,Northeastern,19–26 years old,HPV Complete,23.2%
593,Door,2018,Northeastern,19–26 years old,HPV Complete,27.6%
594,Door,2018,Northeastern,50 years and older,Zoster (Shingles) Complete,2.4%
595,Door,2019,Northeastern,19–26 years old,HPV Complete,32.8%
596,Door,2019,Northeastern,19–49 years old,HepA Complete,11.2%
597,Door,2019,Northeastern,50 years and older,Zoster (Shingles) Complete,8.7%
598,Door,2020,Northeastern,19–26 years old,HPV Complete,34.6%
599,Door,2020,Northeastern,19–49 years old,HepA Complete,12.4%
600,Door,2020,Northeastern,50 years and older,Zoster (Shingles) Complete,17.3%
601,Door,2021,Northeastern,19–26 years old,HPV Complete,37.1%
602,Door,2021,Northeastern,19–49 years old,HepA Complete,13.7%
603,Door,2021,Northeastern,50 years and older,Zoster (Shingles) Complete,23.1%
604,Door,2022,Northeastern,19–26 years old,HPV Complete,40.3%
605,Door,2022,Northeastern,19–49 years old,HepA Complete,14.0%
606,Door,2022,Northeastern,19–59 years old,HepB (1),44.7%
607,Door,2022,Northeastern,19–59 years old,HepB Complete,40.7%
608,Door,2022,Northeastern,50 years and older,Zoster (Shingles) Complete,27.9%
609,Door,2023,Northeastern,19–26 years old,HPV Complete,47.4%
610,Door,2023,Northeastern,19–49 years old,HepA Complete,17.9%
611,Door,2023,Northeastern,19–59 years old,HepB (1),46.9%
612,Door,2023,Northeastern,19–59 years old,HepB Complete,42.8%
613,Door,2023,Northeastern,19–64 years old,Td or Tdap,58.3%
614,Door,2023,Northeastern,19–64 years old,Tdap,51.9%
615,Door,2023,Northeastern,50 years and older,Zoster (Shingles) Complete,34.5%
616,Door,2024,Northeastern,19–26 years old,HPV Complete,49.5%
617,Door,2024,Northeastern,19–49 years old,HepA Complete,20.1%
618,Door,2024,Northeastern,19–59 years old,HepB (1),49.5%
619,Door,2024,Northeastern,19–59 years old,HepB Complete,44.9%
620,Door,2024,Northeastern,19–64 years old,Td or Tdap,58.3%
621,Door,2024,Northeastern,19–64 years old,Tdap,51.8%
622,Door,2024,Northeastern,50 years and older,Zoster (Shingles) Complete,37.1%
623,Door,2025,Northeastern,19–26 years old,HPV Complete,50.0%
624,Door,2025,Northeastern,19–49 years old,HepA Complete,22.2%
625,Door,2025,Northeastern,19–59 years old,HepB (1),51.4%
626,Door,2025,Northeastern,19–59 years old,HepB Complete,46.8%
627,Door,2025,Northeastern,19–64 years old,Td or Tdap,58.0%
628,Door,2025,Northeastern,19–64 years old,Tdap,51.9%
629,Door,2025,Northeastern,50 years and older,Pneumo Complete,47.9%
630,Door,2025,Northeastern,50 years and older,Zoster (Shingles) Complete,39.5%
631,Douglas,2014,Western,19–26 years old,HPV Complete,17.1%
632,Douglas,2015,Western,19–26 years old,HPV Complete,18.4%
633,Douglas,2016,Western,19–26 years old,HPV Complete,20.9%
634,Douglas,2017,Western,19–26 years old,HPV Complete,25.2%
635,Douglas,2018,Western,19–26 years old,HPV Complete,28.5%
636,Douglas,2018,Western,50 years and older,Zoster (Shingles) Complete,1.7%
637,Douglas,2019,Western,19–26 years old,HPV Complete,32.2%
638,Douglas,2019,Western,19–49 years old,HepA Complete,5.1%
639,Douglas,2019,Western,50 years and older,Zoster (Shingles) Complete,5.9%
640,Douglas,2020,Western,19–26 years old,HPV Complete,34.6%
641,Douglas,2020,Western,19–49 years old,HepA Complete,6.0%
642,Douglas,2020,Western,50 years and older,Zoster (Shingles) Complete,10.9%
643,Douglas,2021,Western,19–26 years old,HPV Complete,37.1%
644,Douglas,2021,Western,19–49 years old,HepA Complete,6.9%
645,Douglas,2021,Western,50 years and older,Zoster (Shingles) Complete,15.6%
646,Douglas,2022,Western,19–26 years old,HPV Complete,39.4%
647,Douglas,2022,Western,19–49 years old,HepA Complete,7.3%
648,Douglas,2022,Western,19–59 years old,HepB (1),43.9%
649,Douglas,2022,Western,19–59 years old,HepB Complete,35.5%
650,Douglas,2022,Western,50 years and older,Zoster (Shingles) Complete,19.0%
651,Douglas,2023,Western,19–26 years old,HPV Complete,47.5%
652,Douglas,2023,Western,19–49 years old,HepA Complete,9.9%
653,Douglas,2023,Western,19–59 years old,HepB (1),50.3%
654,Douglas,2023,Western,19–59 years old,HepB Complete,41.9%
655,Douglas,2023,Western,19–64 years old,Td or Tdap,59.4%
656,Douglas,2023,Western,19–64 years old,Tdap,52.1%
657,Douglas,2023,Western,50 years and older,Zoster (Shingles) Complete,27.8%
658,Douglas,2024,Western,19–26 years old,HPV Complete,50.6%
659,Douglas,2024,Western,19–49 years old,HepA Complete,11.1%
660,Douglas,2024,Western,19–59 years old,HepB (1),53.6%
661,Douglas,2024,Western,19–59 years old,HepB Complete,44.1%
662,Douglas,2024,Western,19–64 years old,Td or Tdap,60.1%
663,Douglas,2024,Western,19–64 years old,Tdap,52.0%
664,Douglas,2024,Western,50 years and older,Zoster (Shingles) Complete,30.7%
665,Douglas,2025,Western,19–26 years old,HPV Complete,51.8%
666,Douglas,2025,Western,19–49 years old,HepA Complete,12.8%
667,Douglas,2025,Western,19–59 years old,HepB (1),55.6%
668,Douglas,2025,Western,19–59 years old,HepB Complete,46.1%
669,Douglas,2025,Western,19–64 years old,Td or Tdap,59.2%
670,Douglas,2025,Western,19–64 years old,Tdap,51.1%
671,Douglas,2025,Western,50 years and older,Pneumo Complete,47.7%
672,Douglas,2025,Western,50 years and older,Zoster (Shingles) Complete,34.9%
673,Dunn,2014,Western,19–26 years old,HPV Complete,20.8%
674,Dunn,2015,Western,19–26 years old,HPV Complete,21.6%
675,Dunn,2016,Western,19–26 years old,HPV Complete,23.9%
676,Dunn,2017,Western,19–26 years old,HPV Complete,26.7%
677,Dunn,2018,Western,19–26 years old,HPV Complete,29.5%
678,Dunn,2018,Western,50 years and older,Zoster (Shingles) Complete,2.1%
679,Dunn,2019,Western,19–26 years old,HPV Complete,32.7%
680,Dunn,2019,Western,19–49 years old,HepA Complete,7.5%
681,Dunn,2019,Western,50 years and older,Zoster (Shingles) Complete,5.1%
682,Dunn,2020,Western,19–26 years old,HPV Complete,34.7%
683,Dunn,2020,Western,19–49 years old,HepA Complete,8.9%
684,Dunn,2020,Western,50 years and older,Zoster (Shingles) Complete,11.4%
685,Dunn,2021,Western,19–26 years old,HPV Complete,37.3%
686,Dunn,2021,Western,19–49 years old,HepA Complete,10.1%
687,Dunn,2021,Western,50 years and older,Zoster (Shingles) Complete,16.1%
688,Dunn,2022,Western,19–26 years old,HPV Complete,39.8%
689,Dunn,2022,Western,19–49 years old,HepA Complete,10.4%
690,Dunn,2022,Western,19–59 years old,HepB (1),46.5%
691,Dunn,2022,Western,19–59 years old,HepB Complete,40.4%
692,Dunn,2022,Western,50 years and older,Zoster (Shingles) Complete,19.3%
693,Dunn,2023,Western,19–26 years old,HPV Complete,47.5%
694,Dunn,2023,Western,19–49 years old,HepA Complete,14.0%
695,Dunn,2023,Western,19–59 years old,HepB (1),49.5%
696,Dunn,2023,Western,19–59 years old,HepB Complete,44.0%
697,Dunn,2023,Western,19–64 years old,Td or Tdap,57.0%
698,Dunn,2023,Western,19–64 years old,Tdap,46.0%
