"geography_description","geography_level","week_ending","respiratory_season","covid_19_dose_count","influenza_dose_count"
"Wyoming","COUNTY","2025-01-21T00:00:00.000","2024-2025","25","78"
"Yates","COUNTY","2025-01-21T00:00:00.000","2024-2025","25","63"
"Capital Region","REGION","2025-01-21T00:00:00.000","2024-2025","1266","3366"
"Central New York","REGION","2025-01-21T00:00:00.000","2024-2025","947","2677"
"Finger Lakes","REGION","2025-01-21T00:00:00.000","2024-2025","1638","3971"
"Long Island","REGION","2025-01-21T00:00:00.000","2024-2025","1901","8861"
"Mid-Hudson","REGION","2025-01-21T00:00:00.000","2024-2025","1890","7518"
"Mohawk Valley","REGION","2025-01-21T00:00:00.000","2024-2025","431","1505"
"New York City","REGION","2025-01-21T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-01-21T00:00:00.000","2024-2025","311","1285"
"Southern Tier","REGION","2025-01-21T00:00:00.000","2024-2025","742","2212"
"Western New York","REGION","2025-01-21T00:00:00.000","2024-2025","1264","4316"
"ROS","REST OF STATE","2025-01-21T00:00:00.000","2024-2025","10390","35711"
"Albany","COUNTY","2025-01-28T00:00:00.000","2024-2025","273","673"
"Allegany","COUNTY","2025-01-28T00:00:00.000","2024-2025","33","99"
"Bronx","COUNTY","2025-01-28T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-01-28T00:00:00.000","2024-2025","132","539"
"Cattaraugus","COUNTY","2025-01-28T00:00:00.000","2024-2025","40","147"
"Cayuga","COUNTY","2025-01-28T00:00:00.000","2024-2025","44","212"
"Chautauqua","COUNTY","2025-01-28T00:00:00.000","2024-2025","160","364"
"Chemung","COUNTY","2025-01-28T00:00:00.000","2024-2025","55","202"
"Chenango","COUNTY","2025-01-28T00:00:00.000","2024-2025","43","121"
"Clinton","COUNTY","2025-01-28T00:00:00.000","2024-2025","71","260"
"Columbia","COUNTY","2025-01-28T00:00:00.000","2024-2025","36","167"
"Cortland","COUNTY","2025-01-28T00:00:00.000","2024-2025","44","112"
"Delaware","COUNTY","2025-01-28T00:00:00.000","2024-2025","43","111"
"Dutchess","COUNTY","2025-01-28T00:00:00.000","2024-2025","220","691"
"Erie","COUNTY","2025-01-28T00:00:00.000","2024-2025","773","2851"
"Essex","COUNTY","2025-01-28T00:00:00.000","2024-2025","37","114"
"Franklin","COUNTY","2025-01-28T00:00:00.000","2024-2025","38","90"
"Fulton","COUNTY","2025-01-28T00:00:00.000","2024-2025","27","125"
"Genesee","COUNTY","2025-01-28T00:00:00.000","2024-2025","35","119"
"Greene","COUNTY","2025-01-28T00:00:00.000","2024-2025","24","98"
"Hamilton","COUNTY","2025-01-28T00:00:00.000","2024-2025","5","20"
"Herkimer","COUNTY","2025-01-28T00:00:00.000","2024-2025","31","166"
"Jefferson","COUNTY","2025-01-28T00:00:00.000","2024-2025","33","325"
"Kings","COUNTY","2025-01-28T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-01-28T00:00:00.000","2024-2025","8","56"
"Livingston","COUNTY","2025-01-28T00:00:00.000","2024-2025","58","153"
"Madison","COUNTY","2025-01-28T00:00:00.000","2024-2025","58","212"
"Monroe","COUNTY","2025-01-28T00:00:00.000","2024-2025","912","2381"
"Montgomery","COUNTY","2025-01-28T00:00:00.000","2024-2025","30","138"
"Nassau","COUNTY","2025-01-28T00:00:00.000","2024-2025","659","3884"
"New York","COUNTY","2025-01-28T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-01-28T00:00:00.000","2024-2025","103","514"
"Oneida","COUNTY","2025-01-28T00:00:00.000","2024-2025","150","630"
"Onondaga","COUNTY","2025-01-28T00:00:00.000","2024-2025","567","1329"
"Ontario","COUNTY","2025-01-28T00:00:00.000","2024-2025","116","322"
"Orange","COUNTY","2025-01-28T00:00:00.000","2024-2025","204","985"
"Orleans","COUNTY","2025-01-28T00:00:00.000","2024-2025","24","82"
"Oswego","COUNTY","2025-01-28T00:00:00.000","2024-2025","66","355"
"Otsego","COUNTY","2025-01-28T00:00:00.000","2024-2025","101","194"
"Putnam","COUNTY","2025-01-28T00:00:00.000","2024-2025","66","311"
"Queens","COUNTY","2025-01-28T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-01-28T00:00:00.000","2024-2025","109","358"
"Richmond","COUNTY","2025-01-28T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-01-28T00:00:00.000","2024-2025","163","1187"
"Saratoga","COUNTY","2025-01-28T00:00:00.000","2024-2025","201","620"
"Schenectady","COUNTY","2025-01-28T00:00:00.000","2024-2025","149","470"
"Schoharie","COUNTY","2025-01-28T00:00:00.000","2024-2025","14","97"
"Schuyler","COUNTY","2025-01-28T00:00:00.000","2024-2025","15","39"
"Seneca","COUNTY","2025-01-28T00:00:00.000","2024-2025","19","86"
"St. Lawrence","COUNTY","2025-01-28T00:00:00.000","2024-2025","34","235"
"Steuben","COUNTY","2025-01-28T00:00:00.000","2024-2025","72","182"
"Suffolk","COUNTY","2025-01-28T00:00:00.000","2024-2025","769","3826"
"Sullivan","COUNTY","2025-01-28T00:00:00.000","2024-2025","32","147"
"Tioga","COUNTY","2025-01-28T00:00:00.000","2024-2025","28","112"
"Tompkins","COUNTY","2025-01-28T00:00:00.000","2024-2025","184","340"
"Ulster","COUNTY","2025-01-28T00:00:00.000","2024-2025","183","453"
"Warren","COUNTY","2025-01-28T00:00:00.000","2024-2025","60","246"
"Washington","COUNTY","2025-01-28T00:00:00.000","2024-2025","49","207"
"Wayne","COUNTY","2025-01-28T00:00:00.000","2024-2025","83","231"
"Westchester","COUNTY","2025-01-28T00:00:00.000","2024-2025","718","3101"
"Wyoming","COUNTY","2025-01-28T00:00:00.000","2024-2025","19","103"
"Yates","COUNTY","2025-01-28T00:00:00.000","2024-2025","13","45"
"Capital Region","REGION","2025-01-28T00:00:00.000","2024-2025","901","2839"
"Central New York","REGION","2025-01-28T00:00:00.000","2024-2025","779","2220"
"Finger Lakes","REGION","2025-01-28T00:00:00.000","2024-2025","1279","3522"
"Long Island","REGION","2025-01-28T00:00:00.000","2024-2025","1428","7710"
"Mid-Hudson","REGION","2025-01-28T00:00:00.000","2024-2025","1586","6875"
"Mohawk Valley","REGION","2025-01-28T00:00:00.000","2024-2025","353","1350"
"New York City","REGION","2025-01-28T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-01-28T00:00:00.000","2024-2025","226","1100"
"Southern Tier","REGION","2025-01-28T00:00:00.000","2024-2025","572","1646"
"Western New York","REGION","2025-01-28T00:00:00.000","2024-2025","1109","3975"
"ROS","REST OF STATE","2025-01-28T00:00:00.000","2024-2025","8233","31237"
"Albany","COUNTY","2025-02-04T00:00:00.000","2024-2025","234","622"
"Allegany","COUNTY","2025-02-04T00:00:00.000","2024-2025","23","85"
"Bronx","COUNTY","2025-02-04T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-02-04T00:00:00.000","2024-2025","122","501"
"Cattaraugus","COUNTY","2025-02-04T00:00:00.000","2024-2025","33","138"
"Cayuga","COUNTY","2025-02-04T00:00:00.000","2024-2025","42","155"
"Chautauqua","COUNTY","2025-02-04T00:00:00.000","2024-2025","113","374"
"Chemung","COUNTY","2025-02-04T00:00:00.000","2024-2025","47","171"
"Chenango","COUNTY","2025-02-04T00:00:00.000","2024-2025","27","128"
"Clinton","COUNTY","2025-02-04T00:00:00.000","2024-2025","60","189"
"Columbia","COUNTY","2025-02-04T00:00:00.000","2024-2025","37","142"
"Cortland","COUNTY","2025-02-04T00:00:00.000","2024-2025","46","95"
"Delaware","COUNTY","2025-02-04T00:00:00.000","2024-2025","29","72"
"Dutchess","COUNTY","2025-02-04T00:00:00.000","2024-2025","165","588"
"Erie","COUNTY","2025-02-04T00:00:00.000","2024-2025","748","2795"
"Essex","COUNTY","2025-02-04T00:00:00.000","2024-2025","16","85"
"Franklin","COUNTY","2025-02-04T00:00:00.000","2024-2025","31","92"
"Fulton","COUNTY","2025-02-04T00:00:00.000","2024-2025","25","111"
"Genesee","COUNTY","2025-02-04T00:00:00.000","2024-2025","33","108"
"Greene","COUNTY","2025-02-04T00:00:00.000","2024-2025","12","102"
"Hamilton","COUNTY","2025-02-04T00:00:00.000","2024-2025","0","8"
"Herkimer","COUNTY","2025-02-04T00:00:00.000","2024-2025","34","121"
"Jefferson","COUNTY","2025-02-04T00:00:00.000","2024-2025","25","348"
"Kings","COUNTY","2025-02-04T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-02-04T00:00:00.000","2024-2025","4","41"
"Livingston","COUNTY","2025-02-04T00:00:00.000","2024-2025","58","162"
"Madison","COUNTY","2025-02-04T00:00:00.000","2024-2025","49","165"
"Monroe","COUNTY","2025-02-04T00:00:00.000","2024-2025","740","2238"
"Montgomery","COUNTY","2025-02-04T00:00:00.000","2024-2025","20","120"
"Nassau","COUNTY","2025-02-04T00:00:00.000","2024-2025","556","3496"
"New York","COUNTY","2025-02-04T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-02-04T00:00:00.000","2024-2025","106","500"
"Oneida","COUNTY","2025-02-04T00:00:00.000","2024-2025","117","440"
"Onondaga","COUNTY","2025-02-04T00:00:00.000","2024-2025","448","1279"
"Ontario","COUNTY","2025-02-04T00:00:00.000","2024-2025","97","267"
"Orange","COUNTY","2025-02-04T00:00:00.000","2024-2025","122","841"
"Orleans","COUNTY","2025-02-04T00:00:00.000","2024-2025","25","56"
"Oswego","COUNTY","2025-02-04T00:00:00.000","2024-2025","60","330"
"Otsego","COUNTY","2025-02-04T00:00:00.000","2024-2025","80","172"
"Putnam","COUNTY","2025-02-04T00:00:00.000","2024-2025","49","235"
"Queens","COUNTY","2025-02-04T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-02-04T00:00:00.000","2024-2025","82","287"
"Richmond","COUNTY","2025-02-04T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-02-04T00:00:00.000","2024-2025","131","921"
"Saratoga","COUNTY","2025-02-04T00:00:00.000","2024-2025","161","550"
"Schenectady","COUNTY","2025-02-04T00:00:00.000","2024-2025","99","400"
"Schoharie","COUNTY","2025-02-04T00:00:00.000","2024-2025","18","103"
"Schuyler","COUNTY","2025-02-04T00:00:00.000","2024-2025","5","28"
"Seneca","COUNTY","2025-02-04T00:00:00.000","2024-2025","14","77"
"St. Lawrence","COUNTY","2025-02-04T00:00:00.000","2024-2025","32","192"
"Steuben","COUNTY","2025-02-04T00:00:00.000","2024-2025","56","163"
"Suffolk","COUNTY","2025-02-04T00:00:00.000","2024-2025","641","3573"
"Sullivan","COUNTY","2025-02-04T00:00:00.000","2024-2025","24","141"
"Tioga","COUNTY","2025-02-04T00:00:00.000","2024-2025","26","100"
"Tompkins","COUNTY","2025-02-04T00:00:00.000","2024-2025","144","287"
"Ulster","COUNTY","2025-02-04T00:00:00.000","2024-2025","172","394"
"Warren","COUNTY","2025-02-04T00:00:00.000","2024-2025","42","249"
"Washington","COUNTY","2025-02-04T00:00:00.000","2024-2025","37","231"
"Wayne","COUNTY","2025-02-04T00:00:00.000","2024-2025","59","221"
"Westchester","COUNTY","2025-02-04T00:00:00.000","2024-2025","612","2729"
"Wyoming","COUNTY","2025-02-04T00:00:00.000","2024-2025","14","76"
"Yates","COUNTY","2025-02-04T00:00:00.000","2024-2025","10","45"
"Capital Region","REGION","2025-02-04T00:00:00.000","2024-2025","704","2583"
"Central New York","REGION","2025-02-04T00:00:00.000","2024-2025","645","2024"
"Finger Lakes","REGION","2025-02-04T00:00:00.000","2024-2025","1050","3250"
"Long Island","REGION","2025-02-04T00:00:00.000","2024-2025","1197","7069"
"Mid-Hudson","REGION","2025-02-04T00:00:00.000","2024-2025","1275","5849"
"Mohawk Valley","REGION","2025-02-04T00:00:00.000","2024-2025","294","1067"
"New York City","REGION","2025-02-04T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-02-04T00:00:00.000","2024-2025","168","955"
"Southern Tier","REGION","2025-02-04T00:00:00.000","2024-2025","456","1450"
"Western New York","REGION","2025-02-04T00:00:00.000","2024-2025","1023","3892"
"ROS","REST OF STATE","2025-02-04T00:00:00.000","2024-2025","6812","28139"
"Albany","COUNTY","2025-02-11T00:00:00.000","2024-2025","193","580"
"Allegany","COUNTY","2025-02-11T00:00:00.000","2024-2025","20","107"
"Bronx","COUNTY","2025-02-11T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-02-11T00:00:00.000","2024-2025","96","448"
"Cattaraugus","COUNTY","2025-02-11T00:00:00.000","2024-2025","31","154"
"Cayuga","COUNTY","2025-02-11T00:00:00.000","2024-2025","28","164"
"Chautauqua","COUNTY","2025-02-11T00:00:00.000","2024-2025","70","290"
"Chemung","COUNTY","2025-02-11T00:00:00.000","2024-2025","41","166"
"Chenango","COUNTY","2025-02-11T00:00:00.000","2024-2025","20","127"
"Clinton","COUNTY","2025-02-11T00:00:00.000","2024-2025","55","192"
"Columbia","COUNTY","2025-02-11T00:00:00.000","2024-2025","22","125"
"Cortland","COUNTY","2025-02-11T00:00:00.000","2024-2025","33","124"
"Delaware","COUNTY","2025-02-11T00:00:00.000","2024-2025","35","93"
"Dutchess","COUNTY","2025-02-11T00:00:00.000","2024-2025","118","507"
"Erie","COUNTY","2025-02-11T00:00:00.000","2024-2025","651","2824"
"Essex","COUNTY","2025-02-11T00:00:00.000","2024-2025","26","77"
"Franklin","COUNTY","2025-02-11T00:00:00.000","2024-2025","19","92"
"Fulton","COUNTY","2025-02-11T00:00:00.000","2024-2025","19","100"
"Genesee","COUNTY","2025-02-11T00:00:00.000","2024-2025","34","103"
"Greene","COUNTY","2025-02-11T00:00:00.000","2024-2025","19","88"
"Hamilton","COUNTY","2025-02-11T00:00:00.000","2024-2025","2","10"
"Herkimer","COUNTY","2025-02-11T00:00:00.000","2024-2025","25","111"
"Jefferson","COUNTY","2025-02-11T00:00:00.000","2024-2025","31","318"
"Kings","COUNTY","2025-02-11T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-02-11T00:00:00.000","2024-2025","6","40"
"Livingston","COUNTY","2025-02-11T00:00:00.000","2024-2025","41","134"
"Madison","COUNTY","2025-02-11T00:00:00.000","2024-2025","34","199"
"Monroe","COUNTY","2025-02-11T00:00:00.000","2024-2025","725","2409"
"Montgomery","COUNTY","2025-02-11T00:00:00.000","2024-2025","10","92"
"Nassau","COUNTY","2025-02-11T00:00:00.000","2024-2025","509","3439"
"New York","COUNTY","2025-02-11T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-02-11T00:00:00.000","2024-2025","93","495"
"Oneida","COUNTY","2025-02-11T00:00:00.000","2024-2025","104","540"
"Onondaga","COUNTY","2025-02-11T00:00:00.000","2024-2025","335","1244"
"Ontario","COUNTY","2025-02-11T00:00:00.000","2024-2025","76","290"
"Orange","COUNTY","2025-02-11T00:00:00.000","2024-2025","104","742"
"Orleans","COUNTY","2025-02-11T00:00:00.000","2024-2025","16","81"
"Oswego","COUNTY","2025-02-11T00:00:00.000","2024-2025","52","267"
"Otsego","COUNTY","2025-02-11T00:00:00.000","2024-2025","78","157"
"Putnam","COUNTY","2025-02-11T00:00:00.000","2024-2025","37","159"
"Queens","COUNTY","2025-02-11T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-02-11T00:00:00.000","2024-2025","79","260"
"Richmond","COUNTY","2025-02-11T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-02-11T00:00:00.000","2024-2025","92","820"
"Saratoga","COUNTY","2025-02-11T00:00:00.000","2024-2025","125","536"
"Schenectady","COUNTY","2025-02-11T00:00:00.000","2024-2025","71","351"
"Schoharie","COUNTY","2025-02-11T00:00:00.000","2024-2025","20","88"
"Schuyler","COUNTY","2025-02-11T00:00:00.000","2024-2025","9","24"
"Seneca","COUNTY","2025-02-11T00:00:00.000","2024-2025","12","58"
"St. Lawrence","COUNTY","2025-02-11T00:00:00.000","2024-2025","19","191"
"Steuben","COUNTY","2025-02-11T00:00:00.000","2024-2025","49","169"
"Suffolk","COUNTY","2025-02-11T00:00:00.000","2024-2025","531","3427"
"Sullivan","COUNTY","2025-02-11T00:00:00.000","2024-2025","21","132"
"Tioga","COUNTY","2025-02-11T00:00:00.000","2024-2025","29","99"
"Tompkins","COUNTY","2025-02-11T00:00:00.000","2024-2025","148","366"
"Ulster","COUNTY","2025-02-11T00:00:00.000","2024-2025","132","346"
"Warren","COUNTY","2025-02-11T00:00:00.000","2024-2025","40","188"
"Washington","COUNTY","2025-02-11T00:00:00.000","2024-2025","33","177"
"Wayne","COUNTY","2025-02-11T00:00:00.000","2024-2025","54","208"
"Westchester","COUNTY","2025-02-11T00:00:00.000","2024-2025","528","2408"
"Wyoming","COUNTY","2025-02-11T00:00:00.000","2024-2025","23","84"
"Yates","COUNTY","2025-02-11T00:00:00.000","2024-2025","14","53"
"Capital Region","REGION","2025-02-11T00:00:00.000","2024-2025","582","2305"
"Central New York","REGION","2025-02-11T00:00:00.000","2024-2025","482","1998"
"Finger Lakes","REGION","2025-02-11T00:00:00.000","2024-2025","995","3420"
"Long Island","REGION","2025-02-11T00:00:00.000","2024-2025","1040","6866"
"Mid-Hudson","REGION","2025-02-11T00:00:00.000","2024-2025","1032","5114"
"Mohawk Valley","REGION","2025-02-11T00:00:00.000","2024-2025","256","1088"
"New York City","REGION","2025-02-11T00:00:00.000","2024-2025","0","0"
"North Country","REGION","2025-02-11T00:00:00.000","2024-2025","158","920"
"Southern Tier","REGION","2025-02-11T00:00:00.000","2024-2025","427","1492"
"Western New York","REGION","2025-02-11T00:00:00.000","2024-2025","865","3870"
"ROS","REST OF STATE","2025-02-11T00:00:00.000","2024-2025","5837","27073"
"Albany","COUNTY","2025-02-18T00:00:00.000","2024-2025","177","569"
"Allegany","COUNTY","2025-02-18T00:00:00.000","2024-2025","19","65"
"Bronx","COUNTY","2025-02-18T00:00:00.000","2024-2025","0","0"
"Broome","COUNTY","2025-02-18T00:00:00.000","2024-2025","98","406"
"Cattaraugus","COUNTY","2025-02-18T00:00:00.000","2024-2025","17","124"
"Cayuga","COUNTY","2025-02-18T00:00:00.000","2024-2025","19","124"
"Chautauqua","COUNTY","2025-02-18T00:00:00.000","2024-2025","77","306"
"Chemung","COUNTY","2025-02-18T00:00:00.000","2024-2025","29","153"
"Chenango","COUNTY","2025-02-18T00:00:00.000","2024-2025","24","69"
"Clinton","COUNTY","2025-02-18T00:00:00.000","2024-2025","38","164"
"Columbia","COUNTY","2025-02-18T00:00:00.000","2024-2025","28","129"
"Cortland","COUNTY","2025-02-18T00:00:00.000","2024-2025","26","90"
"Delaware","COUNTY","2025-02-18T00:00:00.000","2024-2025","29","74"
"Dutchess","COUNTY","2025-02-18T00:00:00.000","2024-2025","123","479"
"Erie","COUNTY","2025-02-18T00:00:00.000","2024-2025","525","2216"
"Essex","COUNTY","2025-02-18T00:00:00.000","2024-2025","17","55"
"Franklin","COUNTY","2025-02-18T00:00:00.000","2024-2025","25","67"
"Fulton","COUNTY","2025-02-18T00:00:00.000","2024-2025","13","72"
"Genesee","COUNTY","2025-02-18T00:00:00.000","2024-2025","38","116"
"Greene","COUNTY","2025-02-18T00:00:00.000","2024-2025","25","112"
"Hamilton","COUNTY","2025-02-18T00:00:00.000","2024-2025","4","5"
"Herkimer","COUNTY","2025-02-18T00:00:00.000","2024-2025","26","108"
"Jefferson","COUNTY","2025-02-18T00:00:00.000","2024-2025","28","249"
"Kings","COUNTY","2025-02-18T00:00:00.000","2024-2025","0","0"
"Lewis","COUNTY","2025-02-18T00:00:00.000","2024-2025","2","37"
"Livingston","COUNTY","2025-02-18T00:00:00.000","2024-2025","32","114"
"Madison","COUNTY","2025-02-18T00:00:00.000","2024-2025","19","150"
"Monroe","COUNTY","2025-02-18T00:00:00.000","2024-2025","554","1843"
"Montgomery","COUNTY","2025-02-18T00:00:00.000","2024-2025","20","70"
"Nassau","COUNTY","2025-02-18T00:00:00.000","2024-2025","375","2701"
"New York","COUNTY","2025-02-18T00:00:00.000","2024-2025","0","0"
"Niagara","COUNTY","2025-02-18T00:00:00.000","2024-2025","68","365"
"Oneida","COUNTY","2025-02-18T00:00:00.000","2024-2025","53","296"
"Onondaga","COUNTY","2025-02-18T00:00:00.000","2024-2025","300","945"
"Ontario","COUNTY","2025-02-18T00:00:00.000","2024-2025","70","259"
"Orange","COUNTY","2025-02-18T00:00:00.000","2024-2025","110","705"
"Orleans","COUNTY","2025-02-18T00:00:00.000","2024-2025","34","57"
"Oswego","COUNTY","2025-02-18T00:00:00.000","2024-2025","29","150"
"Otsego","COUNTY","2025-02-18T00:00:00.000","2024-2025","64","139"
"Putnam","COUNTY","2025-02-18T00:00:00.000","2024-2025","33","174"
"Queens","COUNTY","2025-02-18T00:00:00.000","2024-2025","0","0"
"Rensselaer","COUNTY","2025-02-18T00:00:00.000","2024-2025","62","264"
"Richmond","COUNTY","2025-02-18T00:00:00.000","2024-2025","0","0"
"Rockland","COUNTY","2025-02-18T00:00:00.000","2024-2025","99","794"
"Saratoga","COUNTY","2025-02-18T00:00:00.000","2024-2025","114","486"
"Schenectady","COUNTY","2025-02-18T00:00:00.000","2024-2025","76","364"
"Schoharie","COUNTY","2025-02-18T00:00:00.000","2024-2025","20","82"
"Schuyler","COUNTY","2025-02-18T00:00:00.000","2024-2025","9","44"
"Seneca","COUNTY","2025-02-18T00:00:00.000","2024-2025","13","73"
"St. Lawrence","COUNTY","2025-02-18T00:00:00.000","2024-2025","18","137"
"Steuben","COUNTY","2025-02-18T00:00:00.000","2024-2025","37","146"
"Suffolk","COUNTY","2025-02-18T00:00:00.000","2024-2025","424","2967"
"Sullivan","COUNTY","2025-02-18T00:00:00.000","2024-2025","21","119"
